,Diện tích sử dụng,Diện tích đất,Phòng ngủ,Nhà tắm,Pháp lý,Ngày đăng,Mã BĐS,address,price
9763,,48 m2,2,2,Sổ hồng,18/07/2023,22256030," Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TPHCM",1 tỷ 880 triệu
9764,1 m2,,3,2,Sổ hồng,18/07/2023,22246353," Nguyễn Văn Linh, Phường Tân Phong, Quận 7, TPHCM",2 tỷ 590 triệu
9765,75 m2,,2,2,Sổ hồng,18/07/2023,22255091," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",2 tỷ 850 triệu
9766,299 m2,"111 m2 (7x15,85)",4,5,Không xác định,18/07/2023,22168622," Hai Bà Trưng, Phường Đa Kao, Quận 1, TPHCM",35 tỷ
9767,126 m2,,3,2,Hợp đồng mua bán,18/07/2023,22048117," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",10 tỷ
9768,,127 m2 (5x30),,,Sổ hồng,18/07/2023,21527717," Cầu xây 2, Phường Tân Phú, Quận 9 (TP. Thủ Đức), TPHCM",8 tỷ 500 triệu
9769,105 m2,105 m2 (8x13),5,5,Sổ đỏ,18/07/2023,22159575," Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",9 tỷ 400 triệu
9770,,50 m2 (5x10),2,2,Sổ hồng,18/07/2023,22251673," Hòa Hưng, Phường 9, Quận 3, TPHCM",3 tỷ 800 triệu
9771,1 m2,,3,2,Sổ hồng,18/07/2023,22254831," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 790 triệu
9772,30 m2,,1,1,Giấy tờ hợp lệ,18/07/2023,22248225," Cô Giang, Phường Cô Giang, Quận 1, TPHCM",2 tỷ 180 triệu
9773,,62 m2 (1x1),4,4,Sổ hồng,18/07/2023,22247496," Hoàng Diệu, Phường 8, Quận 4, TPHCM",2 tỷ 770 triệu
9774,,"45,15 m2 (4,3x10,5)",3,2,Sổ hồng,18/07/2023,22234312," Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, TPHCM",1 tỷ 950 triệu
9775,,"56 m2 (5x11,2)",4,5,Sổ hồng,18/07/2023,22247709," Phan Đình Phùng, Phường 1, Quận Phú Nhuận, TPHCM",3 tỷ 880 triệu
9776,,"58 m2 (4,5x12,8)",3,2,Sổ hồng,18/07/2023,22174949," Văn Thân, Phường 8, Quận 6, TPHCM",965 triệu
9777,73 m2,,2,2,Sổ hồng,18/07/2023,22258872," Mai Chí Thọ, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 140 triệu
9778,100 m2,,2,2,Sổ hồng,18/07/2023,22238835," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 325 triệu
9779,"80,5 m2",,2,2,Sổ hồng,18/07/2023,22260293," Tôn Dật Tiên, Phường Tân Phú, Quận 7, TPHCM",1 tỷ 680 triệu
9780,74 m2,,2,2,Sổ hồng,18/07/2023,22238549," Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",1 tỷ 530 triệu
9781,80 m2,,2,2,Không xác định,18/07/2023,22226825," Trương Công Định, Phường 14, Quận Tân Bình, TPHCM",1 tỷ 430 triệu
9782,1 m2,,2,2,Không xác định,18/07/2023,22241095," Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 100 triệu
9783,100 m2,400 m2 (21x4),4,4,Sổ hồng,18/07/2023,22231210," Hoàng Sa, Phường Đa Kao, Quận 1, TPHCM",32 tỷ
9784,54 m2,,2,2,Sổ hồng,18/07/2023,22230487," Cô Giang, Phường Cô Giang, Quận 1, TPHCM",3 tỷ 60 triệu
9785,,"58 m2 (5x11,6)",3,3,Sổ hồng,18/07/2023,22255795," Tạ Uyên, Phường 15, Quận 5, TPHCM",1 tỷ 540 triệu
9786,300 m2,90 m2 (6x15),5,5,Sổ hồng,18/07/2023,22040562,"343 Võ Văn Tần, Phường 5, Quận 3, TPHCM",51 tỷ 500 triệu
9787,67 m2,,2,2,Sổ hồng,18/07/2023,22240751," Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, TPHCM",1 tỷ 50 triệu
9788,,57 m2 (1x1),3,3,Sổ hồng,18/07/2023,22250467," Minh Phụng, Phường 9, Quận 6, TPHCM",1 tỷ 435 triệu
9789,,1 m2,2,2,Sổ hồng,18/07/2023,22246912," Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, TPHCM",1 tỷ 260 triệu
9790,,"70 m2 (4,5x15,5)",3,2,Sổ hồng,18/07/2023,22237999," Tuệ Tĩnh, Phường 13, Quận 11, TPHCM",2 tỷ 210 triệu
9791,70 m2,,2,2,Sổ hồng,18/07/2023,22251287," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",1 tỷ 570 triệu
9792,,62 m2 (1x1),4,4,Sổ hồng,18/07/2023,22241579," Trần Đình Xu, Phường Cầu Kho, Quận 1, TPHCM",3 tỷ 280 triệu
9793,240 m2,"80 m2 (4,3x22)",3,3,Sổ hồng,18/07/2023,22156370," Nguyễn Trọng Tuyển, Phường 1, Quận Tân Bình, TPHCM",14 tỷ 500 triệu
9794,1 m2,,2,2,Sổ hồng,18/07/2023,22259610," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",1 tỷ 960 triệu
9795,91 m2,,2,2,Sổ hồng,18/07/2023,22238697," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",1 tỷ 970 triệu
9796,,50 m2 (5x10),2,2,Sổ hồng,18/07/2023,22182297," Mã Lò, Phường Bình Hưng Hòa A, Quận Bình Tân, TPHCM",1 tỷ 699 triệu
9797,69 m2,,2,2,Sổ hồng,18/07/2023,22263100," Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, TPHCM",1 tỷ 630 triệu
9798,99 m2,,2,2,Sổ hồng,18/07/2023,22171327," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",4 tỷ 800 triệu
9799,142 m2,"47,6 m2 (4x11,9)",4,3,Sổ hồng,18/07/2023,22183590," Trương Đăng Quế, Phường 1, Quận Gò Vấp, TPHCM",1 tỷ 725 triệu
9800,91 m2,,2,2,Hợp đồng mua bán,18/07/2023,21896449," Nguyễn Văn Tưởng, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 500 triệu
9801,,60 m2,4,4,Sổ hồng,18/07/2023,22251826," Trần Quang Diệu, Phường 14, Quận 3, TPHCM",2 tỷ 330 triệu
9802,70 m2,,2,2,Sổ hồng,18/07/2023,22166845," Trịnh Đình Thảo, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 425 triệu
9803,126 m2,,3,3,Sổ hồng,18/07/2023,22251788," Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, TPHCM",1 tỷ 620 triệu
9804,104 m2,,3,3,Giấy tờ hợp lệ,18/07/2023,22243404," Nguyễn Thị Định, Phường An Phú, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 780 triệu
9805,,150 m2 (8x19),6,6,Không xác định,18/07/2023,22079373," Cách Mạng Tháng 8, Phường 5, Quận 3, TPHCM",67 tỷ
9806,800 m2,"125 m2 (7,15x17,5)",10,10,Sổ hồng,18/07/2023,22191154," Cao Thắng, Phường 4, Quận 3, TPHCM",87 tỷ
9807,,50 m2 (5x10),2,2,Sổ hồng,18/07/2023,22247050," Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, TPHCM",1 tỷ 580 triệu
9808,1 m2,,2,2,Sổ hồng,18/07/2023,22251588," Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 979 triệu
9809,,"128 m2 (5x25,6)",3,3,Sổ đỏ,18/07/2023,22140293," Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",18 tỷ 300 triệu
9810,1 m2,,2,2,Sổ hồng,18/07/2023,22258983," Đào Trí, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 180 triệu
9811,,50 m2 (5x10),2,2,Sổ hồng,18/07/2023,22242249," Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM",2 tỷ 690 triệu
9812,68 m2,,2,2,Sổ hồng,18/07/2023,22247627," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 655 triệu
9813,,42 m2,3,3,Sổ hồng,18/07/2023,22256036," Nguyễn Thần Hiến, Phường 15, Quận 4, TPHCM",2 tỷ 860 triệu
9814,1 m2,,3,2,Không xác định,18/07/2023,22229414," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 950 triệu
9815,68 m2,,2,2,Sổ hồng,18/07/2023,22254909," Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",1 tỷ 350 triệu
9816,"231,9 m2","88,9 m2 (5x17,65)",8,8,Sổ hồng,18/07/2023,22216072,"216 Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM",9 tỷ 500 triệu
9817,124 m2,,3,2,Hợp đồng mua bán,18/07/2023,21983010," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",11 tỷ
9818,100 m2,"100 m2 (6,3x15,8)",6,5,Sổ đỏ,18/07/2023,22162727," Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội",33 tỷ
9819,,"79 m2 (4,2x18)",3,2,Sổ hồng,18/07/2023,21711040," Đường số 138, Phường Tân Phú, Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ
9820,,50 m2 (5x10),4,4,Hợp đồng mua bán,18/07/2023,22251651," Lê Văn Sỹ, Phường 12, Quận 3, TPHCM",2 tỷ 650 triệu
9821,1 m2,,3,2,Sổ hồng,18/07/2023,22254843," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 99 triệu
9822,82 m2,,2,2,Sổ hồng,18/07/2023,22248217," Hậu Giang, Phường 11, Quận 6, TPHCM",1 tỷ 620 triệu
9823,,55 m2 (1x1),3,3,Sổ hồng,18/07/2023,22247510," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1 tỷ 825 triệu
9824,,"40,7 m2 (3,7x11)",3,2,Sổ hồng,18/07/2023,22234307," Nguyễn Thần Hiến, Phường 15, Quận 4, TPHCM",2 tỷ 860 triệu
9825,,"58 m2 (5x11,6)",4,4,Sổ hồng,18/07/2023,22247688," Phan Văn Trị, Phường 7, Quận Gò Vấp, TPHCM",2 tỷ 340 triệu
9826,,"58 m2 (4,5x12,8)",3,2,Sổ hồng,18/07/2023,22174964," Tôn Đản, Phường 4, Quận 4, TPHCM",895 triệu
9827,83 m2,,2,2,Sổ hồng,18/07/2023,22263092," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",1 tỷ 270 triệu
9828,58 m2,,2,1,Sổ hồng,18/07/2023,22258850," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",2 tỷ 570 triệu
9829,70 m2,,2,2,Sổ hồng,18/07/2023,22238817," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",2 tỷ 235 triệu
9830,124 m2,,3,2,Sổ hồng,18/07/2023,22260297," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",2 tỷ 165 triệu
9831,68 m2,,2,2,Sổ hồng,18/07/2023,22238560," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 450 triệu
9832,1 m2,,3,2,Sổ hồng,18/07/2023,22241064," Gò Ô Môi, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 900 triệu
9833,72 m2,,2,2,Không xác định,18/07/2023,22226900," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",1 tỷ 490 triệu
9834,,50 m2 (5x10),2,2,Sổ hồng,18/07/2023,22242249," Bùi Văn Thêm, Phường 9, Quận Phú Nhuận, TPHCM",2 tỷ 690 triệu
9835,68 m2,,2,2,Sổ hồng,18/07/2023,22247627," Đường số 7, Phường An Lạc, Quận Bình Tân, TPHCM",1 tỷ 655 triệu
9836,,42 m2,3,3,Sổ hồng,18/07/2023,22256036," Nguyễn Thần Hiến, Phường 15, Quận 4, TPHCM",2 tỷ 860 triệu
9837,1 m2,,3,2,Không xác định,18/07/2023,22229414," Nguyễn Thị Thập, Phường Tân Hưng, Quận 7, TPHCM",1 tỷ 950 triệu
9838,68 m2,,2,2,Sổ hồng,18/07/2023,22254909," Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, TPHCM",1 tỷ 350 triệu
9839,"231,9 m2","88,9 m2 (5x17,65)",8,8,Sổ hồng,18/07/2023,22216072,"216 Lê Văn Thọ, Phường 11, Quận Gò Vấp, TPHCM",9 tỷ 500 triệu
9840,124 m2,,3,2,Hợp đồng mua bán,18/07/2023,21983010," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",11 tỷ
9841,100 m2,"100 m2 (6,3x15,8)",6,5,Sổ đỏ,18/07/2023,22162727," Đặng Văn Ngữ, Phường Trung Tự, Quận Đống Đa, Hà Nội",33 tỷ
9842,,"79 m2 (4,2x18)",3,2,Sổ hồng,18/07/2023,21711040," Đường số 138, Phường Tân Phú, Quận 9 (TP. Thủ Đức), TPHCM",4 tỷ
9843,,50 m2 (5x10),4,4,Hợp đồng mua bán,18/07/2023,22251651," Lê Văn Sỹ, Phường 12, Quận 3, TPHCM",2 tỷ 650 triệu
9844,1 m2,,3,2,Sổ hồng,18/07/2023,22254843," Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 99 triệu
9845,82 m2,,2,2,Sổ hồng,18/07/2023,22248217," Hậu Giang, Phường 11, Quận 6, TPHCM",1 tỷ 620 triệu
9846,,55 m2 (1x1),3,3,Sổ hồng,18/07/2023,22247510," Hòa Bình, Phường Hiệp Tân, Quận Tân Phú, TPHCM",1 tỷ 825 triệu
9847,,"40,7 m2 (3,7x11)",3,2,Sổ hồng,18/07/2023,22234307," Nguyễn Thần Hiến, Phường 15, Quận 4, TPHCM",2 tỷ 860 triệu
9848,,"58 m2 (5x11,6)",4,4,Sổ hồng,18/07/2023,22247688," Phan Văn Trị, Phường 7, Quận Gò Vấp, TPHCM",2 tỷ 340 triệu
9849,,"58 m2 (4,5x12,8)",3,2,Sổ hồng,18/07/2023,22174964," Tôn Đản, Phường 4, Quận 4, TPHCM",895 triệu
9850,83 m2,,2,2,Sổ hồng,18/07/2023,22263092," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",1 tỷ 270 triệu
9851,58 m2,,2,1,Sổ hồng,18/07/2023,22258850," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",2 tỷ 570 triệu
9852,70 m2,,2,2,Sổ hồng,18/07/2023,22238817," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",2 tỷ 235 triệu
9853,124 m2,,3,2,Sổ hồng,18/07/2023,22260297," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",2 tỷ 165 triệu
9854,68 m2,,2,2,Sổ hồng,18/07/2023,22238560," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 450 triệu
9855,1 m2,,3,2,Sổ hồng,18/07/2023,22241064," Gò Ô Môi, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 900 triệu
9856,72 m2,,2,2,Không xác định,18/07/2023,22226900," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",1 tỷ 490 triệu
9857,,"90 m2 (4,5x20)",4,4,Sổ hồng,18/07/2023,22231201," Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",48 tỷ
9858,74 m2,,2,2,Sổ hồng,18/07/2023,22230496," Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",3 tỷ 890 triệu
9859,,58 m2,3,3,Sổ hồng,18/07/2023,22255815," Bãi Sậy, Phường 5, Quận 6, TPHCM",1 tỷ 380 triệu
9860,80 m2,,2,2,Sổ hồng,18/07/2023,22263093," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 40 triệu
9861,,55 m2 (1x1),3,2,Sổ hồng,18/07/2023,22250488," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",1 tỷ 247 triệu
9862,85 m2,,3,2,Sổ hồng,18/07/2023,22240730," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 590 triệu
9863,,1 m2 (1x1),2,2,Sổ hồng,18/07/2023,22246902," Chu Văn An, Phường 12, Quận Bình Thạnh, TPHCM",1 tỷ 350 triệu
9864,71 m2,,2,2,Sổ hồng,18/07/2023,22251294," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 480 triệu
9865,,52 m2 (4x13),2,2,Sổ hồng,18/07/2023,22238548," Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 780 triệu
9866,,56 m2 (1x1),3,3,Sổ hồng,18/07/2023,22241587," Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, TPHCM",2 tỷ 150 triệu
9867,88 m2,"88 m2 (4,4x20)",1,1,Sổ hồng,18/07/2023,22212564," Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TPHCM",21 tỷ 400 triệu
9868,1 m2,,2,2,Sổ hồng,18/07/2023,22259712," Đường 3 Tháng 2, Phường 15, Quận 11, TPHCM",1 tỷ 779 triệu
9869,85 m2,,3,2,Sổ hồng,18/07/2023,22238708," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",1 tỷ 640 triệu
9870,,"53 m2 (4x13,25)",3,2,Sổ hồng,18/07/2023,22196076," Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM",1 tỷ 790 triệu
9871,56 m2,,1,1,Sổ hồng,18/07/2023,22170598," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",2 tỷ 700 triệu
9872,"85,8 m2","42,9 m2 (3,6x11,9)",2,2,Sổ hồng,18/07/2023,22185784," Bạch Mã, Phường 15, Quận 10, TPHCM",1 tỷ 955 triệu
9873,75 m2,,2,2,Hợp đồng mua bán,18/07/2023,21896404," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu
9874,,58 m2,3,3,Sổ hồng,18/07/2023,22251832," Nguyễn Chí Thanh, Phường 12, Quận 5, TPHCM",1 tỷ 770 triệu
9875,71 m2,,2,2,Sổ hồng,18/07/2023,22251294," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 480 triệu
9876,,52 m2 (4x13),2,2,Sổ hồng,18/07/2023,22238548," Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 780 triệu
9877,,56 m2 (1x1),3,3,Sổ hồng,18/07/2023,22241587," Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, TPHCM",2 tỷ 150 triệu
9878,88 m2,"88 m2 (4,4x20)",1,1,Sổ hồng,18/07/2023,22212564," Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TPHCM",21 tỷ 400 triệu
9879,1 m2,,2,2,Sổ hồng,18/07/2023,22259712," Đường 3 Tháng 2, Phường 15, Quận 11, TPHCM",1 tỷ 779 triệu
9880,85 m2,,3,2,Sổ hồng,18/07/2023,22238708," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",1 tỷ 640 triệu
9881,,"53 m2 (4x13,25)",3,2,Sổ hồng,18/07/2023,22196076," Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM",1 tỷ 790 triệu
9882,56 m2,,1,1,Sổ hồng,18/07/2023,22170598," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",2 tỷ 700 triệu
9883,"85,8 m2","42,9 m2 (3,6x11,9)",2,2,Sổ hồng,18/07/2023,22185784," Bạch Mã, Phường 15, Quận 10, TPHCM",1 tỷ 955 triệu
9884,75 m2,,2,2,Hợp đồng mua bán,18/07/2023,21896404," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu
9885,,58 m2,3,3,Sổ hồng,18/07/2023,22251832," Nguyễn Chí Thanh, Phường 12, Quận 5, TPHCM",1 tỷ 770 triệu
9886,63 m2,,2,2,Sổ hồng,18/07/2023,22166849," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",1 tỷ 225 triệu
9887,67 m2,,2,2,Sổ hồng,18/07/2023,22251793," Phước Hữu, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 420 triệu
9888,68 m2,,2,2,Sổ hồng,18/07/2023,22243409," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",1 tỷ 360 triệu
9889,,80 m2 (4x18),4,5,Sổ hồng,18/07/2023,22096059," Lê Thánh Tôn, Phường Bến Thành, Quận 1, TPHCM",64 tỷ 999 triệu
9890,83 m2,,2,2,Sổ hồng,18/07/2023,22263092," Võ Văn Kiệt, Phường 3, Quận 6, TPHCM",1 tỷ 270 triệu
9891,58 m2,,2,1,Sổ hồng,18/07/2023,22258850," Lý Chính Thắng, Phường 8 (Phường Võ Thị Sáu), Quận 3, TPHCM",2 tỷ 570 triệu
9892,70 m2,,2,2,Sổ hồng,18/07/2023,22238817," Ngô Tất Tố, Phường 21, Quận Bình Thạnh, TPHCM",2 tỷ 235 triệu
9893,124 m2,,3,2,Sổ hồng,18/07/2023,22260297," Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, TPHCM",2 tỷ 165 triệu
9894,68 m2,,2,2,Sổ hồng,18/07/2023,22238560," Âu Cơ, Phường Tân Sơn Nhì, Quận Tân Phú, TPHCM",1 tỷ 450 triệu
9895,1 m2,,3,2,Sổ hồng,18/07/2023,22241064," Gò Ô Môi, Phường Phú Thuận, Quận 7, TPHCM",1 tỷ 900 triệu
9896,72 m2,,2,2,Không xác định,18/07/2023,22226900," Nguyễn Khoái, Phường 1, Quận 4, TPHCM",1 tỷ 490 triệu
9897,,"90 m2 (4,5x20)",4,4,Sổ hồng,18/07/2023,22231201," Nguyễn Trãi, Phường Bến Thành, Quận 1, TPHCM",48 tỷ
9898,74 m2,,2,2,Sổ hồng,18/07/2023,22230496," Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, TPHCM",3 tỷ 890 triệu
9899,,58 m2,3,3,Sổ hồng,18/07/2023,22255815," Bãi Sậy, Phường 5, Quận 6, TPHCM",1 tỷ 380 triệu
9900,80 m2,,2,2,Sổ hồng,18/07/2023,22263093," Đường số 66, Phường Thảo Điền, Quận 2 (TP. Thủ Đức), TPHCM",2 tỷ 40 triệu
9901,,55 m2 (1x1),3,2,Sổ hồng,18/07/2023,22250488," Nguyễn Văn Luông, Phường 12, Quận 6, TPHCM",1 tỷ 247 triệu
9902,85 m2,,3,2,Sổ hồng,18/07/2023,22240730," Cao Lỗ, Phường 4, Quận 8, TPHCM",1 tỷ 590 triệu
9903,,1 m2 (1x1),2,2,Sổ hồng,18/07/2023,22246902," Chu Văn An, Phường 12, Quận Bình Thạnh, TPHCM",1 tỷ 350 triệu
9904,71 m2,,2,2,Sổ hồng,18/07/2023,22251294," Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, TPHCM",1 tỷ 480 triệu
9905,,52 m2 (4x13),2,2,Sổ hồng,18/07/2023,22238548," Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức (TP. Thủ Đức), TPHCM",1 tỷ 780 triệu
9906,,56 m2 (1x1),3,3,Sổ hồng,18/07/2023,22241587," Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, TPHCM",2 tỷ 150 triệu
9907,88 m2,"88 m2 (4,4x20)",1,1,Sổ hồng,18/07/2023,22212564," Phan Đình Phùng, Phường 2, Quận Phú Nhuận, TPHCM",21 tỷ 400 triệu
9908,1 m2,,2,2,Sổ hồng,18/07/2023,22259712," Đường 3 Tháng 2, Phường 15, Quận 11, TPHCM",1 tỷ 779 triệu
9909,85 m2,,3,2,Sổ hồng,18/07/2023,22238708," Trương Đăng Quế, Phường 3, Quận Gò Vấp, TPHCM",1 tỷ 640 triệu
9910,,"53 m2 (4x13,25)",3,2,Sổ hồng,18/07/2023,22196076," Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, TPHCM",1 tỷ 790 triệu
9911,56 m2,,1,1,Sổ hồng,18/07/2023,22170598," Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, TPHCM",2 tỷ 700 triệu
9912,"85,8 m2","42,9 m2 (3,6x11,9)",2,2,Sổ hồng,18/07/2023,22185784," Bạch Mã, Phường 15, Quận 10, TPHCM",1 tỷ 955 triệu
9913,75 m2,,2,2,Hợp đồng mua bán,18/07/2023,21896404," Nguyễn Văn Linh, Phường Tân Phú, Quận 7, TPHCM",4 tỷ 800 triệu
9914,,58 m2,3,3,Sổ hồng,18/07/2023,22251832," Nguyễn Chí Thanh, Phường 12, Quận 5, TPHCM",1 tỷ 770 triệu
9915,63 m2,,2,2,Sổ hồng,18/07/2023,22166849," Trường Chinh, Phường Tân Thới Nhất, Quận 12, TPHCM",1 tỷ 225 triệu
9916,67 m2,,2,2,Sổ hồng,18/07/2023,22251793," Phước Hữu, Phường Phước Long B, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 420 triệu
9917,68 m2,,2,2,Sổ hồng,18/07/2023,22243409," Tạ Quang Bửu, Phường 6, Quận 8, TPHCM",1 tỷ 360 triệu
9918,,80 m2 (4x18),4,5,Sổ hồng,18/07/2023,22096059," Lê Thánh Tôn, Phường Bến Thành, Quận 1, TPHCM",64 tỷ 999 triệu
9919,1 m2,,2,2,Sổ hồng,18/07/2023,22251578," Lê Đức Thọ, Phường 13, Quận Gò Vấp, TPHCM",1 tỷ 500 triệu
9920,122 m2,"122 m2 (9,5x13)",1,1,Sổ hồng,18/07/2023,22191150," Lê Quang Định, Phường 5, Quận Bình Thạnh, TPHCM",14 tỷ 500 triệu
9921,,68 m2 (4x17),3,2,Sổ hồng,18/07/2023,22247080," Đường 3 Tháng 2, Phường 12, Quận 10, TPHCM",2 tỷ 240 triệu
9922,,"350 m2 (8x43,7)",64,68,Sổ đỏ,18/07/2023,22119338," Lương Ngọc Quyến, Phường Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",519 tỷ 999 triệu
9923,1 m2,,3,2,Sổ hồng,18/07/2023,22258974," Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TPHCM",2 tỷ 890 triệu
9924,,56 m2 (4x14),2,2,Sổ hồng,18/07/2023,22242732," Lê Lợi, Phường Hiệp Phú, Quận 9 (TP. Thủ Đức), TPHCM",2 tỷ 250 triệu
9925,,62 m2 (1x1),2,3,Sổ hồng,18/07/2023,22249213," Đường số 7, Phường 17, Quận Gò Vấp, TPHCM",1 tỷ 560 triệu
9926,,52 m2,2,2,Sổ hồng,18/07/2023,22256045," Nguyễn Thị Tần, Phường 2, Quận 8, TPHCM",1 tỷ 630 triệu
9927,1 m2,,3,1,Sổ hồng,18/07/2023,22229399," Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, TPHCM",2 tỷ 480 triệu
9928,85 m2,,3,2,Sổ hồng,18/07/2023,22254914," Võ Chí Công, Phường Phú Hữu, Quận 9 (TP. Thủ Đức), TPHCM",1 tỷ 720 triệu
9929,"181,34 m2","143,7 m2 (9,53x16,91)",5,5,Sổ hồng,18/07/2023,22228755," Phú Thuận, Phường Phú Thuận, Quận 7, TPHCM",16 tỷ
